"year","month","statefip","age","sex","race","college","earnweek","hrsworkt","hispanic","ind","hhid","personid","serial"
2023,6,22,32,"Female","Black","College degree",436,29,"Not Hispanic",5490,20220302546000,20220302546002,64260
2023,6,22,45,"Female","White","No college degree",818,40,"Not Hispanic",8090,20220302623900,20220302623901,64262
2023,6,22,44,"Female","White","No college degree",1250,40,"Not Hispanic",770,20220302623900,20220302623902,64262
2023,6,22,51,"Female","Black","No college degree",510,30,"Not Hispanic",6180,20220302618200,20220302618201,64267
2023,6,22,59,"Female","White","No college degree",1250,32,"Not Hispanic",8180,20220302605500,20220302605502,64268
2023,6,22,59,"Female","White","No college degree",1810,40,"Not Hispanic",7470,20220302585700,20220302585701,64269
2023,6,22,22,"Male","White","No college degree",476,15,"Not Hispanic",5275,20220302585700,20220302585702,64269
2023,6,22,24,"Male","White","No college degree",476,15,"Not Hispanic",5275,20220302585700,20220302585703,64269
2023,6,22,47,"Male","Black","College degree",2600,36,"Not Hispanic",8191,20220302629000,20220302629002,64272
2023,6,22,72,"Female","White","No college degree",384,4,"Not Hispanic",7970,20220302598400,20220302598401,64276
2023,6,22,73,"Male","White","No college degree",500,40,"Not Hispanic",7072,20220302598400,20220302598402,64276
2023,6,22,48,"Male","White","No college degree",1970,40,"Not Hispanic",2070,20220302607900,20220302607901,64285
2023,6,22,46,"Female","White","College degree",2884.61,40,"Not Hispanic",8191,20220302607900,20220302607902,64285
2023,6,22,49,"Female","White","No college degree",576,32,"Not Hispanic",770,20220302589700,20220302589701,64287
2023,6,22,49,"Male","White","College degree",1250,40,"Not Hispanic",8191,20220302589700,20220302589702,64287
2023,6,22,49,"Female","White","No college degree",1660,60,"Not Hispanic",8470,20220302579300,20220302579301,64290
2023,6,23,53,"Male","White","College degree",886,40,"Not Hispanic",6991,20230303829600,20230303829601,64294
2023,6,23,56,"Female","Black","College degree",1210,32,"Not Hispanic",9480,20230303826600,20230303826601,64297
2023,6,23,23,"Male","Black","No college degree",896,40,"Not Hispanic",6170,20230303826600,20230303826602,64297
2023,6,23,65,"Male","White","No college degree",324,17,"Not Hispanic",770,20220302747700,20220302747701,64299
2023,6,23,61,"Female","White","No college degree",480,40,"Not Hispanic",4971,20220302747700,20220302747702,64299
2023,6,23,36,"Male","White","No college degree",324,17,"Not Hispanic",770,20220302747700,20220302747703,64299
2023,6,23,72,"Female","White","College degree",380,1,"Not Hispanic",7980,20220302731100,20220302731101,64320
2023,6,23,76,"Male","White","College degree",2420,25,"Not Hispanic",7870,20220302731100,20220302731102,64320
2023,6,23,51,"Female","White","College degree",2020,40,"Not Hispanic",8180,20220302728700,20220302728701,64323
2023,6,23,54,"Male","White","No college degree",1154,50,"Not Hispanic",4870,20220302728700,20220302728702,64323
2023,6,23,29,"Male","White","No college degree",680,40,"Not Hispanic",4972,20230303828700,20230303828701,64324
2023,6,23,28,"Male","White","No college degree",720,40,"Not Hispanic",8680,20230303828700,20230303828702,64324
2023,6,23,49,"Female","White","No college degree",834,40,"Not Hispanic",9380,20220302720500,20220302720501,64326
2023,6,23,56,"Male","White","No college degree",700,40,"Not Hispanic",8180,20220302720500,20220302720502,64326
2023,6,23,29,"Male","White","No college degree",600,40,"Not Hispanic",170,20220302720500,20220302720503,64326
2023,6,23,42,"Male","White","No college degree",1052,44,"Not Hispanic",5580,20220302742300,20220302742301,64330
2023,6,23,31,"Female","White","No college degree",152,8,"Not Hispanic",8680,20220302742300,20220302742302,64330
2023,6,23,42,"Male","White","No college degree",50,14,"Not Hispanic",7770,20220302739300,20220302739303,64331
2023,6,23,59,"Female","White","No college degree",550,50,"Not Hispanic",8660,20220302746000,20220302746001,64333
2023,6,23,62,"Male","White","No college degree",1640,50,"Not Hispanic",7790,20220302746000,20220302746002,64333
2023,6,23,48,"Female","White","College degree",1420,40,"Not Hispanic",8470,20220302729900,20220302729901,64334
2023,6,23,50,"Male","White","No college degree",1350,40,"Not Hispanic",8770,20220302767900,20220302767901,64343
2023,6,23,47,"Female","White","No college degree",770,40,"Not Hispanic",4971,20220302767900,20220302767902,64343
2023,6,23,60,"Male","White","No college degree",560,40,"Not Hispanic",5391,20220302752600,20220302752601,64344
2023,6,23,67,"Male","White","No college degree",646,42,"Not Hispanic",4670,20220302775200,20220302775202,64345
2023,6,23,71,"Female","White","No college degree",222,10,"Not Hispanic",7071,20220302776400,20220302776401,64347
2023,6,23,64,"Male","White","No college degree",1540,58,"Not Hispanic",4370,20220302752800,20220302752802,64349
2023,6,23,53,"Female","White","No college degree",1050,40,"Not Hispanic",6992,20220302775500,20220302775501,64350
2023,6,23,54,"Female","White","No college degree",180,12,"Not Hispanic",5580,20220302758200,20220302758202,64351
2023,6,23,36,"Female","White","College degree",2020,50,"Not Hispanic",1770,20220302709800,20220302709801,64359
2023,6,23,37,"Male","White","College degree",2040,40,"Not Hispanic",9590,20220302709800,20220302709802,64359
2023,6,23,36,"Female","White","No college degree",1250,40,"Not Hispanic",8191,20220302769900,20220302769901,64360
2023,6,23,37,"Male","White","No college degree",2500,40,"Not Hispanic",770,20220302769900,20220302769902,64360
2023,6,23,58,"Male","White","College degree",1188,47,"Not Hispanic",4971,20220302709300,20220302709301,64362
2023,6,23,57,"Male","White","No college degree",1360,38,"Not Hispanic",5593,20220302714800,20220302714801,64363
2023,6,23,41,"Male","White-Black","No college degree",1350,40,"Not Hispanic",6370,20220302767700,20220302767701,64367
2023,6,23,54,"Female","White","College degree",626,13,"Not Hispanic",7860,20220302716500,20220302716501,64372
2023,6,23,49,"Male","White","College degree",2660,40,"Not Hispanic",7290,20220302716500,20220302716502,64372
2023,6,23,20,"Male","White","No college degree",916,35,"Not Hispanic",8680,20220302716500,20220302716504,64372
2023,6,23,19,"Female","White","No college degree",1200,35,"Not Hispanic",8680,20220302716500,20220302716503,64372
2023,6,23,31,"Male","White","College degree",2000,40,"Not Hispanic",7390,20220302769500,20220302769501,64382
2023,6,23,25,"Male","White","No college degree",756,35,"Not Hispanic",7770,20230505571200,20230505571201,64383
2023,6,23,68,"Male","White","No college degree",1154,40,"Not Hispanic",4690,20220302709900,20220302709902,64384
2023,6,23,68,"Female","White","No college degree",1000,40,"Not Hispanic",7580,20230303835300,20230303835302,64385
2023,6,24,80,"Male","White","College degree",308,30,"Not Hispanic",7790,20220302851000,20220302851001,64395
2023,6,24,35,"Female","White","College degree",578,32,"Not Hispanic",7870,20220302851300,20220302851301,64396
2023,6,24,22,"Female","White","No college degree",200,20,"Not Hispanic",8680,20220302790700,20220302790706,64397
2023,6,24,49,"Male","Black","No college degree",1330,40,"Not Hispanic",8290,20220302831600,20220302831601,64399
2023,6,24,45,"Female","Black","No college degree",1290,40,"Not Hispanic",8590,20220302831600,20220302831602,64399
2023,6,24,30,"Female","Black","College degree",784,40,"Not Hispanic",7870,20220302826400,20220302826401,64400
2023,6,24,56,"Male","Black","No college degree",680,40,"Not Hispanic",8270,20220302806600,20220302806601,64401
2023,6,24,54,"Female","Black","No college degree",640,40,"Not Hispanic",6992,20220302806600,20220302806602,64401
2023,6,24,24,"Female","Black","No college degree",936,40,"Not Hispanic",8680,20220302806600,20220302806603,64401
2023,6,24,46,"Male","Black","College degree",730,72,"Not Hispanic",6380,20220302794000,20220302794001,64404
2023,6,24,44,"Female","Black","College degree",2280,36,"Not Hispanic",8191,20220302794000,20220302794002,64404
2023,6,24,27,"Male","Black","No college degree",510,30,"Not Hispanic",8680,20220302811900,20220302811902,64409
2023,6,24,64,"Female","White","No college degree",1400,40,"Not Hispanic",6470,20220302835500,20220302835501,64411
2023,6,24,62,"Male","White","No college degree",1380,40,"Not Hispanic",6290,20220302835500,20220302835502,64411
2023,6,24,57,"Male","White","College degree",1770,21,"Hispanic",7860,20220302792200,20220302792201,64421
2023,6,24,40,"Male","White","No college degree",674,40,"Not Hispanic",4795,20220302792200,20220302792203,64421
2023,6,24,28,"Male","White","No college degree",2884.61,38,"Not Hispanic",7380,20220302850500,20220302850501,64426
2023,6,24,37,"Male","White","College degree",1730,40,"Not Hispanic",9590,20220302816600,20220302816601,64427
2023,6,24,32,"Female","White","College degree",1154,40,"Not Hispanic",8180,20220302816600,20220302816602,64427
2023,6,24,46,"Female","White","No college degree",1250,40,"Not Hispanic",9590,20220302831800,20220302831801,64428
2023,6,24,61,"Male","White","College degree",1400,45,"Not Hispanic",770,20220302783400,20220302783401,64429
2023,6,24,55,"Male","Black","No college degree",720,40,"Not Hispanic",1370,20220302786900,20220302786902,64431
2023,6,24,58,"Male","White","College degree",2884.61,50,"Not Hispanic",6970,20220302812400,20220302812401,64432
2023,6,24,20,"Male","White","No college degree",1000,40,"Not Hispanic",7290,20220302812400,20220302812403,64432
2023,6,24,47,"Male","White","No college degree",1080,60,"Hispanic",8680,20220302849400,20220302849401,64434
2023,6,24,44,"Female","White","No college degree",900,60,"Hispanic",8680,20220302849400,20220302849402,64434
2023,6,24,25,"Male","White","No college degree",1008,72,"Hispanic",8680,20220302849400,20220302849404,64434
2023,6,24,40,"Female","White","No college degree",1050,70,"Hispanic",8680,20220302849400,20220302849405,64434
2023,6,24,20,"Female","White","No college degree",360,20,"Hispanic",8680,20220302849400,20220302849407,64434
2023,6,24,39,"Male","White","No college degree",1500,45,"Hispanic",770,20220302849400,20220302849408,64434
2023,6,24,39,"Male","White","No college degree",1200,60,"Hispanic",8680,20220302849400,20220302849412,64434
2023,6,24,71,"Male","White","College degree",2420,32,"Not Hispanic",7460,20220302793600,20220302793601,64435
2023,6,24,22,"Female","White","No college degree",500,25,"Hispanic",8770,20220302826300,20220302826301,64437
2023,6,24,28,"Male","Black-Hawaiian/Pacific Islander","No college degree",2020,40,"Not Hispanic",7290,20230303838000,20230303838001,64439
2023,6,24,29,"Female","Black","No college degree",760,36,"Not Hispanic",9370,20220302786200,20220302786201,64440
2023,6,24,57,"Male","Black","No college degree",1500,50,"Not Hispanic",1270,20220302785000,20220302785001,64442
2023,6,24,59,"Female","Black","No college degree",914,48,"Not Hispanic",8191,20220302785000,20220302785002,64442
2023,6,24,46,"Female","Black","College degree",1200,50,"Not Hispanic",4670,20220302833000,20220302833001,64444
2023,6,24,49,"Female","Black","No college degree",500,40,"Not Hispanic",7860,20220302779700,20220302779701,64446
2023,6,24,53,"Male","Black","No college degree",840,40,"Not Hispanic",6170,20220302779700,20220302779702,64446
2023,6,24,70,"Male","White","College degree",2884.61,22,"Not Hispanic",9570,20220302863100,20220302863101,64449
2023,6,24,25,"Male","White","No college degree",1116,52,"Not Hispanic",9470,20220302862200,20220302862201,64450
2023,6,24,53,"Male","White","No college degree",866,40,"Not Hispanic",9370,20220302858800,20220302858802,64452
2023,6,24,67,"Female","White","No college degree",1154,36,"Not Hispanic",8270,20220302857000,20220302857001,64453
2023,6,24,43,"Male","White","No college degree",1100,40,"Not Hispanic",5670,20220302857000,20220302857002,64453
2023,6,24,20,"Female","White","No college degree",350,30,"Not Hispanic",5090,20220302857000,20220302857003,64453
2023,6,24,31,"Male","American Indian/Aleut/Eskimo","No college degree",1230,40,"Hispanic",9590,20220302857500,20220302857501,64454
2023,6,24,59,"Male","Asian only","No college degree",2884.61,85,"Not Hispanic",4560,20220302805400,20220302805401,64455
2023,6,24,57,"Female","Asian only","No college degree",950,85,"Not Hispanic",4990,20220302805400,20220302805402,64455
2023,6,24,55,"Male","White","College degree",1710,40,"Not Hispanic",7680,20220302811600,20220302811601,64460
2023,6,24,51,"Female","White","College degree",1630,40,"Not Hispanic",4380,20220302811600,20220302811602,64460
2023,6,24,49,"Male","Asian only","College degree",2300,40,"Not Hispanic",7460,20220302798900,20220302798901,64467
2023,6,24,51,"Female","Asian only","College degree",2640,40,"Not Hispanic",7390,20230303845800,20230303845801,64468
2023,6,24,48,"Male","Asian only","College degree",2300,40,"Not Hispanic",7460,20230303845800,20230303845802,64468
2023,6,24,53,"Female","White","No college degree",58,NA,"Hispanic",9290,20230303845100,20230303845101,64472
2023,6,24,28,"Female","White","No college degree",300,25,"Hispanic",7690,20230303845100,20230303845102,64472
2023,6,24,51,"Male","White","College degree",2884.61,40,"Not Hispanic",7270,20230303845100,20230303845106,64472
2023,6,24,46,"Male","White","College degree",2884.61,40,"Not Hispanic",7270,20230303845100,20230303845107,64472
2023,6,24,25,"Female","White","No college degree",550,25,"Not Hispanic",2290,20230303845100,20230303845108,64472
2023,6,24,53,"Male","White","College degree",2884.61,50,"Not Hispanic",7380,20220302804400,20220302804401,64479
2023,6,24,24,"Male","White","College degree",1540,40,"Not Hispanic",7190,20220302804400,20220302804404,64479
2023,6,24,21,"Male","White","No college degree",2884.61,60,"Not Hispanic",6970,20220302804400,20220302804403,64479
2023,6,24,62,"Male","White","No college degree",1058,60,"Hispanic",1390,20220302839400,20220302839401,64480
2023,6,24,59,"Female","White","No college degree",1380,40,"Hispanic",8191,20220302839400,20220302839402,64480
2023,6,24,16,"Female","White","No college degree",150,20,"Not Hispanic",8590,20230303842500,20230303842503,64481
2023,6,24,58,"Female","Black","No college degree",2300,40,"Not Hispanic",9480,20220302848100,20220302848101,64482
2023,6,24,52,"Female","White","College degree",2884.61,40,"Not Hispanic",2190,20220302831500,20220302831501,64483
2023,6,24,58,"Male","White","College degree",2884.61,40,"Not Hispanic",7380,20220302831500,20220302831502,64483
2023,6,24,42,"Female","White","College degree",2020,40,"Not Hispanic",8570,20220302828900,20220302828901,64484
2023,6,24,46,"Male","White","College degree",2300,32,"Not Hispanic",8570,20220302828900,20220302828902,64484
2023,6,24,31,"Female","White","No college degree",1330,45,"Hispanic",2290,20220302816100,20220302816101,64485
2023,6,24,19,"Male","White","No college degree",490,35,"Hispanic",4690,20220302816100,20220302816103,64485
2023,6,24,59,"Male","White","College degree",2884.61,NA,"Not Hispanic",6991,20220302799400,20220302799402,64488
2023,6,24,23,"Male","White","No college degree",550,50,"Hispanic",4990,20220302799400,20220302799403,64488
2023,6,24,50,"Female","White","College degree",2640,32,"Not Hispanic",2190,20220302804500,20220302804501,64490
2023,6,24,46,"Male","White","College degree",400,40,"Not Hispanic",7460,20220302804500,20220302804502,64490
2023,6,24,62,"Male","White","College degree",1400,60,"Not Hispanic",7071,20220302836400,20220302836401,64491
2023,6,24,48,"Male","White","College degree",2884.61,50,"Not Hispanic",7380,20220302839500,20220302839501,64494
2023,6,24,48,"Female","White","College degree",626,45,"Not Hispanic",7270,20220302839500,20220302839502,64494
2023,6,24,39,"Male","White","College degree",2884.61,55,"Not Hispanic",8660,20220302815900,20220302815901,64497
2023,6,24,40,"Female","White","College degree",1154,55,"Not Hispanic",2190,20220302815900,20220302815902,64497
2023,6,25,61,"Male","White","No college degree",170,10,"Not Hispanic",8370,20220303003300,20220303003302,64502
2023,6,25,46,"Male","White","No college degree",360,20,"Not Hispanic",3170,20220302991800,20220302991801,64504
2023,6,25,30,"Female","White","No college degree",1154,40,"Not Hispanic",8191,20230303846600,20230303846602,64506
2023,6,25,38,"Female","White","No college degree",1106,40,"Hispanic",8191,20220302996700,20220302996706,64517
2023,6,25,76,"Female","White","College degree",128,8,"Not Hispanic",6770,20220302994100,20220302994101,64519
2023,6,25,38,"Female","Black","No college degree",996,40,"Not Hispanic",8191,20220302954200,20220302954201,64521
2023,6,25,55,"Female","White","No college degree",786,40,"Hispanic",7780,20220302936800,20220302936804,64524
2023,6,25,65,"Male","White","College degree",2884.61,30,"Not Hispanic",7270,20220302918400,20220302918401,64525
2023,6,25,47,"Female","Asian only","No college degree",648,40,"Not Hispanic",4971,20220302961100,20220302961103,64526
2023,6,25,17,"Female","Asian only","No college degree",526,15,"Not Hispanic",8680,20220302961100,20220302961106,64526
2023,6,25,29,"Female","White","College degree",1650,40,"Hispanic",7860,20220302941100,20220302941101,64528
2023,6,25,30,"Male","White","College degree",2884.61,40,"Not Hispanic",570,20220302941100,20220302941102,64528
2023,6,25,64,"Male","Black","No college degree",300,30,"Not Hispanic",4971,20220302888800,20220302888802,64529
2023,6,25,53,"Male","Asian only","College degree",2300,35,"Not Hispanic",7480,20220302975600,20220302975601,64531
2023,6,25,52,"Female","Asian only","College degree",2884.61,35,"Not Hispanic",7480,20220302975600,20220302975602,64531
2023,6,25,16,"Male","Asian only","No college degree",100,4,"Not Hispanic",8590,20220302975600,20220302975603,64531
2023,6,25,61,"Female","White","College degree",2020,40,"Not Hispanic",7860,20220302913900,20220302913901,64532
2023,6,25,64,"Male","White","College degree",2884.61,55,"Not Hispanic",7071,20220302913900,20220302913902,64532
2023,6,25,32,"Male","Black","No college degree",800,40,"Not Hispanic",3390,20230303855000,20230303855001,64536
2023,6,25,30,"Female","Black","College degree",942,40,"Not Hispanic",6870,20230303855000,20230303855002,64536
2023,6,25,65,"Female","White","No college degree",732,38,"Not Hispanic",6970,20220302966200,20220302966202,64538
2023,6,25,43,"Female","White","College degree",1270,35,"Not Hispanic",7870,20220302987600,20220302987601,64540
2023,6,25,45,"Male","White","College degree",2884.61,50,"Not Hispanic",5170,20220302987600,20220302987602,64540
2023,6,25,37,"Female","White","College degree",2640,40,"Hispanic",6380,20220302944600,20220302944602,64541
2023,6,25,29,"Female","White","College degree",2000,40,"Hispanic",6380,20220302944600,20220302944605,64541
2023,6,25,30,"Female","White","College degree",2000,40,"Hispanic",6380,20220302944600,20220302944606,64541
2023,6,25,54,"Female","White","College degree",212,20,"Not Hispanic",6992,20220302959100,20220302959101,64542
2023,6,25,56,"Male","White","College degree",2884.61,40,"Not Hispanic",6992,20220302959100,20220302959102,64542
2023,6,25,40,"Female","White","No college degree",690,40,"Not Hispanic",8980,20220302985700,20220302985701,64543
2023,6,25,40,"Male","White","No college degree",1200,40,"Not Hispanic",8180,20220302985700,20220302985702,64543
2023,6,25,53,"Female","White","College degree",2360,16,"Not Hispanic",8270,20220302940400,20220302940401,64544
2023,6,25,34,"Female","White","No college degree",254,14,"Not Hispanic",8680,20220302933300,20220302933304,64547
2023,6,25,31,"Female","White","No college degree",730,40,"Not Hispanic",8180,20220302933300,20220302933303,64547
2023,6,25,64,"Male","White","College degree",1040,45,"Not Hispanic",1080,20220302972500,20220302972501,64548
2023,6,25,61,"Female","Hawaiian/Pacific Islander only","College degree",2884.61,40,"Not Hispanic",7860,20220302972500,20220302972502,64548
2023,6,25,57,"Male","White","No college degree",1540,40,"Not Hispanic",6070,20220302960100,20220302960101,64558
2023,6,25,57,"Female","White","College degree",2500,40,"Not Hispanic",8090,20220302960100,20220302960102,64558
2023,6,25,26,"Female","White","College degree",1140,38,"Not Hispanic",7860,20220302960100,20220302960105,64558
2023,6,25,22,"Male","White","No college degree",320,20,"Not Hispanic",5391,20220302960100,20220302960103,64558
2023,6,25,19,"Female","Asian only","No college degree",580,40,"Not Hispanic",8680,20220302954600,20220302954601,64568
2023,6,25,49,"Male","Asian only","No college degree",720,40,"Not Hispanic",8680,20220302954600,20220302954603,64568
2023,6,25,48,"Female","Asian only","No college degree",660,40,"Not Hispanic",8680,20220302954600,20220302954602,64568
2023,6,25,17,"Male","Asian only","No college degree",240,20,"Not Hispanic",8561,20220302954600,20220302954604,64568
2023,6,25,52,"Male","White","College degree",1570,40,"Not Hispanic",6670,20220302907900,20220302907901,64571
2023,6,25,43,"Female","White","College degree",1600,32,"Not Hispanic",8090,20220302907900,20220302907902,64571
2023,6,25,31,"Male","White","No college degree",1000,50,"Not Hispanic",770,20230404722900,20230404722901,64574
2023,6,25,29,"Female","White","No college degree",700,40,"Not Hispanic",7690,20230404722900,20230404722902,64574
2023,6,25,54,"Female","White","No college degree",1154,40,"Not Hispanic",6290,20220302951400,20220302951401,64575
2023,6,25,24,"Male","White-Black","No college degree",732,40,"Not Hispanic",3390,20220302951400,20220302951403,64575
2023,6,25,59,"Male","Black","No college degree",1154,40,"Not Hispanic",770,20220302951400,20220302951402,64575
2023,6,25,55,"Male","Black","College degree",2884.61,40,"Not Hispanic",7870,20220302879000,20220302879001,64577
2023,6,25,32,"Female","Black","No college degree",46,14,"Hispanic",7580,20220302875800,20220302875801,64578
2023,6,25,61,"Male","White","No college degree",1380,40,"Not Hispanic",2290,20220302898800,20220302898802,64588
2023,6,25,33,"Female","White","College degree",1310,NA,"Not Hispanic",5580,20230303853500,20230303853501,64590
2023,6,25,53,"Female","White","College degree",2300,28,"Not Hispanic",7380,20220302904100,20220302904102,64592
2023,6,25,16,"Male","White","No college degree",136,9,"Not Hispanic",8370,20220302904100,20220302904103,64592
2023,6,25,27,"Male","White","No college degree",1580,72,"Not Hispanic",770,20220302917500,20220302917501,64593
2023,6,25,34,"Female","Black","No college degree",850,84,"Not Hispanic",8980,20220302917500,20220302917502,64593
2023,6,25,43,"Male","White","College degree",2884.61,50,"Not Hispanic",7460,20220302885800,20220302885801,64595
2023,6,25,67,"Female","White","College degree",134,20,"Not Hispanic",9160,20220302872400,20220302872402,64596
2023,6,25,22,"Female","White","College degree",1100,48,"Not Hispanic",8680,20230303858100,20230303858101,64597
2023,6,25,22,"Female","White","College degree",300,84,"Not Hispanic",8670,20230303858100,20230303858102,64597
2023,6,25,30,"Male","White","College degree",2884.61,40,"Not Hispanic",6992,20220302920800,20220302920801,64598
2023,6,25,31,"Female","White","College degree",2000,40,"Not Hispanic",7190,20220302920800,20220302920802,64598
2023,6,25,34,"Female","White","No college degree",226,15,"Not Hispanic",8980,20230404718300,20230404718301,64599
2023,6,25,45,"Male","White","No college degree",1690,40,"Not Hispanic",8780,20230404718300,20230404718302,64599
2023,6,25,66,"Female","Asian only","College degree",2340,50,"Not Hispanic",8191,20220302874400,20220302874401,64601
2023,6,25,79,"Male","White","No college degree",60,NA,"Not Hispanic",8590,20220302964600,20220302964601,64602
2023,6,25,41,"Male","White","No college degree",1034,40,"Not Hispanic",770,20220302964600,20220302964603,64602
2023,6,25,48,"Female","White","College degree",904,40,"Not Hispanic",7290,20220302974000,20220302974001,64603
2023,6,25,23,"Male","White","College degree",720,40,"Not Hispanic",7280,20220302938500,20220302938502,64604
2023,6,25,62,"Female","White","College degree",2884.61,40,"Not Hispanic",6870,20220302938500,20220302938503,64604
2023,6,25,39,"Female","White","College degree",1940,40,"Not Hispanic",7390,20220302895000,20220302895001,64607
2023,6,25,39,"Male","White","College degree",2120,40,"Not Hispanic",9380,20220302895000,20220302895002,64607
2023,6,25,36,"Male","White","No college degree",976,50,"Hispanic",8680,20220302928500,20220302928502,64610
2023,6,25,48,"Female","Black","No college degree",1220,112,"Not Hispanic",4971,20220302875000,20220302875001,64611
2023,6,25,22,"Female","Black","No college degree",712,62,"Hispanic",8191,20220302875000,20220302875002,64611
2023,6,25,26,"Female","White","College degree",1080,NA,"Not Hispanic",8570,20220302940000,20220302940003,64613
2023,6,25,34,"Female","White","No college degree",900,25,"Not Hispanic",7690,20230404721200,20230404721201,64615
2023,6,25,35,"Female","White","No college degree",1080,60,"Not Hispanic",9070,20230404721200,20230404721204,64615
2023,6,25,31,"Male","White","No college degree",1450,30,"Not Hispanic",770,20230404721200,20230404721205,64615
2023,6,25,59,"Female","Black","No college degree",180,15,"Not Hispanic",7072,20230505593100,20230505593101,64618
2023,6,25,80,"Male","White","No college degree",1250,60,"Hispanic",770,20230606462100,20230606462101,64621
2023,6,25,69,"Female","Black","No college degree",1250,NA,"Hispanic",7860,20230606462100,20230606462102,64621
2023,6,25,37,"Female","American Indian/Aleut/Eskimo","No college degree",462,22,"Hispanic",8270,20230606462400,20230606462401,64624
2023,6,25,22,"Male","American Indian/Aleut/Eskimo","No college degree",1154,50,"Hispanic",6170,20230606462400,20230606462402,64624
2023,6,25,57,"Male","White","College degree",2760,40,"Not Hispanic",5170,20220302951700,20220302951702,64628
2023,6,25,26,"Male","White","College degree",2884.61,40,"Not Hispanic",6991,20220302951700,20220302951704,64628
2023,6,25,24,"Female","White","College degree",2300,40,"Not Hispanic",8590,20220302951700,20220302951703,64628
2023,6,25,59,"Male","Asian only","College degree",2884.61,40,"Not Hispanic",7870,20220302934400,20220302934401,64629
2023,6,25,55,"Female","Asian only","College degree",2884.61,40,"Not Hispanic",5070,20220302934400,20220302934402,64629
2023,6,25,26,"Female","Asian only","College degree",2400,40,"Not Hispanic",7970,20220302934400,20220302934403,64629
2023,6,25,44,"Male","White","No college degree",2884.61,40,"Not Hispanic",4265,20220302891900,20220302891901,64632
2023,6,25,50,"Female","White","No college degree",1730,40,"Not Hispanic",4265,20220302891900,20220302891902,64632
2023,6,25,27,"Female","White","College degree",954,40,"Not Hispanic",6890,20220302969000,20220302969001,64634
2023,6,25,60,"Male","White","College degree",1710,40,"Not Hispanic",3960,20220302917000,20220302917002,64635
2023,6,25,39,"Male","White","College degree",2600,50,"Not Hispanic",7380,20220302940300,20220302940301,64638
2023,6,25,35,"Male","White","No college degree",1850,40,"Not Hispanic",6380,20220302933000,20220302933001,64640
2023,6,25,38,"Female","White","No college degree",720,30,"Hispanic",5070,20220302933000,20220302933002,64640
2023,6,25,54,"Male","White","No college degree",640,40,"Not Hispanic",2270,20220302924300,20220302924301,64641
2023,6,25,61,"Female","White","No college degree",1330,40,"Not Hispanic",8191,20220302924300,20220302924302,64641
2023,6,25,29,"Male","White","No college degree",680,40,"Not Hispanic",5580,20220302924300,20220302924303,64641
2023,6,25,71,"Male","White","College degree",10,NA,"Not Hispanic",7680,20220302897100,20220302897101,64642
2023,6,25,66,"Female","White","No college degree",280,NA,"Not Hispanic",8191,20220302897100,20220302897102,64642
2023,6,25,74,"Female","White","College degree",136,13,"Not Hispanic",7860,20220402915600,20220402915601,64645
2023,6,25,58,"Female","White","College degree",808,32,"Not Hispanic",8370,20220302924700,20220302924701,64648
2023,6,25,47,"Female","White","College degree",2640,40,"Not Hispanic",7860,20220302926900,20220302926901,64651
2023,6,25,53,"Female","White","No college degree",834,40,"Not Hispanic",8680,20220302967400,20220302967401,64653
2023,6,25,42,"Female","White","No college degree",960,40,"Not Hispanic",5580,20220302890900,20220302890901,64654
2023,6,25,58,"Female","White","No college degree",330,30,"Not Hispanic",8980,20230303863800,20230303863801,64659
2023,6,25,61,"Male","White","College degree",1820,32,"Not Hispanic",4795,20230303863800,20230303863802,64659
2023,6,25,55,"Male","White","No college degree",1810,1,"Not Hispanic",770,20220302963000,20220302963001,64669
2023,6,25,48,"Female","White","College degree",2884.61,40,"Not Hispanic",7390,20220302963000,20220302963002,64669
2023,6,25,51,"Male","Black","College degree",1600,40,"Not Hispanic",8270,20220302873100,20220302873101,64670
2023,6,25,48,"Female","Black","College degree",1200,40,"Not Hispanic",8290,20220302873100,20220302873102,64670
2023,6,25,39,"Male","White","No college degree",2020,40,"Not Hispanic",6992,20220302888500,20220302888501,64671
2023,6,25,36,"Female","White","College degree",2580,40,"Not Hispanic",8191,20220302888500,20220302888502,64671
2023,6,25,42,"Female","White","No college degree",316,40,"Hispanic",8470,20230505600800,20230505600801,64674
2023,6,25,20,"Female","White","No college degree",300,20,"Hispanic",5275,20230505600800,20230505600802,64674
2023,6,25,39,"Male","Asian only","No college degree",1200,80,"Not Hispanic",8191,20220302867100,20220302867101,64676
2023,6,26,63,"Female","White","No college degree",1700,32,"Not Hispanic",6690,20220303129900,20220303129901,64677
2023,6,26,18,"Male","White","No college degree",750,36,"Not Hispanic",3570,20220303117700,20220303117703,64681
2023,6,26,37,"Male","White","College degree",2700,45,"Not Hispanic",7380,20220303118000,20220303118001,64682
2023,6,26,39,"Female","White","College degree",2500,40,"Not Hispanic",7380,20220303118000,20220303118002,64682
2023,6,26,60,"Female","White","No college degree",1280,40,"Not Hispanic",7870,20220303124200,20220303124201,64683
2023,6,26,63,"Male","White","No college degree",1600,40,"Not Hispanic",3570,20220303124200,20220303124202,64683
2023,6,26,34,"Male","White","No college degree",708,40,"Hispanic",3990,20220303124200,20220303124203,64683
2023,6,26,50,"Female","White","No college degree",760,41,"Not Hispanic",9160,20220303140300,20220303140302,64685
