country,Indicator.Name,year,healthexp
Trinidad and Tobago,Current health expenditure per capita (current US$),2013,1017.281677
Tunisia,Current health expenditure per capita (current US$),2013,287.9223022
Turkey,Current health expenditure per capita (current US$),2013,552.40625
Tuvalu,Current health expenditure per capita (current US$),2013,630.8500366
Tanzania,Current health expenditure per capita (current US$),2013,41.91663361
Uganda,Current health expenditure per capita (current US$),2013,49.63246155
Ukraine,Current health expenditure per capita (current US$),2013,298.8556824
Upper middle income,Current health expenditure per capita (current US$),2013,431.070039
Uruguay,Current health expenditure per capita (current US$),2013,1488.914917
United States,Current health expenditure per capita (current US$),2013,8647.643555
Uzbekistan,Current health expenditure per capita (current US$),2013,116.044548
St. Vincent and the Grenadines,Current health expenditure per capita (current US$),2013,301.423645
"Venezuela, RB",Current health expenditure per capita (current US$),2013,685.1791992
British Virgin Islands,Current health expenditure per capita (current US$),2013,NA
Virgin Islands (U.S.),Current health expenditure per capita (current US$),2013,NA
Vietnam,Current health expenditure per capita (current US$),2013,118.5485764
Vanuatu,Current health expenditure per capita (current US$),2013,131.5757599
World,Current health expenditure per capita (current US$),2013,1015.973225
Samoa,Current health expenditure per capita (current US$),2013,257.4493408
Kosovo,Current health expenditure per capita (current US$),2013,NA
"Yemen, Rep.",Current health expenditure per capita (current US$),2013,78.39015198
South Africa,Current health expenditure per capita (current US$),2013,526.4995728
Zambia,Current health expenditure per capita (current US$),2013,86.81954956
Zimbabwe,Current health expenditure per capita (current US$),2013,83.08901215
Aruba,Current health expenditure per capita (current US$),2014,NA
Afghanistan,Current health expenditure per capita (current US$),2014,60.11275864
Angola,Current health expenditure per capita (current US$),2014,131.7518768
Albania,Current health expenditure per capita (current US$),2014,NA
Andorra,Current health expenditure per capita (current US$),2014,4346.258301
Arab World,Current health expenditure per capita (current US$),2014,365.698674
United Arab Emirates,Current health expenditure per capita (current US$),2014,1613.375244
Argentina,Current health expenditure per capita (current US$),2014,1089.5
Armenia,Current health expenditure per capita (current US$),2014,406.5928955
American Samoa,Current health expenditure per capita (current US$),2014,NA
Antigua and Barbuda,Current health expenditure per capita (current US$),2014,677.6029053
Australia,Current health expenditure per capita (current US$),2014,5637.566895
Austria,Current health expenditure per capita (current US$),2014,5386.424805
Azerbaijan,Current health expenditure per capita (current US$),2014,432.8713074
Burundi,Current health expenditure per capita (current US$),2014,20.4353447
Belgium,Current health expenditure per capita (current US$),2014,4944.26123
Benin,Current health expenditure per capita (current US$),2014,34.40216064
Burkina Faso,Current health expenditure per capita (current US$),2014,39.5918541
Bangladesh,Current health expenditure per capita (current US$),2014,28.83413315
Bulgaria,Current health expenditure per capita (current US$),2014,666.4014282
Bahrain,Current health expenditure per capita (current US$),2014,1100.991455
"Bahamas, The",Current health expenditure per capita (current US$),2014,1689.116333
Bosnia and Herzegovina,Current health expenditure per capita (current US$),2014,492.1351013
Belarus,Current health expenditure per capita (current US$),2014,447.7013245
Belize,Current health expenditure per capita (current US$),2014,273.1342163
Bermuda,Current health expenditure per capita (current US$),2014,NA
Bolivia,Current health expenditure per capita (current US$),2014,184.1956024
Brazil,Current health expenditure per capita (current US$),2014,1009.828674
Barbados,Current health expenditure per capita (current US$),2014,1177.755737
Brunei Darussalam,Current health expenditure per capita (current US$),2014,795.0393677
Bhutan,Current health expenditure per capita (current US$),2014,82.32798004
Botswana,Current health expenditure per capita (current US$),2014,419.494751
Central African Republic,Current health expenditure per capita (current US$),2014,18.30316162
Canada,Current health expenditure per capita (current US$),2014,5081.559082
Central Europe and the Baltics,Current health expenditure per capita (current US$),2014,934.6426636
Switzerland,Current health expenditure per capita (current US$),2014,10014.70898
Channel Islands,Current health expenditure per capita (current US$),2014,NA
Chile,Current health expenditure per capita (current US$),2014,1154.848267
China,Current health expenditure per capita (current US$),2014,361.7244263
Cote d'Ivoire,Current health expenditure per capita (current US$),2014,80.83786011
Cameroon,Current health expenditure per capita (current US$),2014,71.24243927
"Congo, Dem. Rep.",Current health expenditure per capita (current US$),2014,19.38299942
"Congo, Rep.",Current health expenditure per capita (current US$),2014,72.46259308
Colombia,Current health expenditure per capita (current US$),2014,569.8972778
Comoros,Current health expenditure per capita (current US$),2014,68.41656494
Cabo Verde,Current health expenditure per capita (current US$),2014,188.2107391
Costa Rica,Current health expenditure per capita (current US$),2014,837.9086914
Caribbean small states,Current health expenditure per capita (current US$),2014,548.4184865
Cuba,Current health expenditure per capita (current US$),2014,856.0169067
Curacao,Current health expenditure per capita (current US$),2014,NA
Cayman Islands,Current health expenditure per capita (current US$),2014,NA
Cyprus,Current health expenditure per capita (current US$),2014,1846.177368
Czech Republic,Current health expenditure per capita (current US$),2014,1512.926147
Germany,Current health expenditure per capita (current US$),2014,5290.722168
Djibouti,Current health expenditure per capita (current US$),2014,72.04343414
Dominica,Current health expenditure per capita (current US$),2014,396.3452759
Denmark,Current health expenditure per capita (current US$),2014,6380.78418
Dominican Republic,Current health expenditure per capita (current US$),2014,371.2853088
Algeria,Current health expenditure per capita (current US$),2014,357.8985901
East Asia & Pacific (excluding high income),Current health expenditure per capita (current US$),2014,288.8919016
Early-demographic dividend,Current health expenditure per capita (current US$),2014,170.6858722
East Asia & Pacific,Current health expenditure per capita (current US$),2014,615.1413403
Europe & Central Asia (excluding high income),Current health expenditure per capita (current US$),2014,503.7355224
Europe & Central Asia,Current health expenditure per capita (current US$),2014,2433.888638
Ecuador,Current health expenditure per capita (current US$),2014,551.4692993
"Egypt, Arab Rep.",Current health expenditure per capita (current US$),2014,153.7887726
Euro area,Current health expenditure per capita (current US$),2014,4100.967279
Eritrea,Current health expenditure per capita (current US$),2014,23.54279709
Spain,Current health expenditure per capita (current US$),2014,2671.282959
Estonia,Current health expenditure per capita (current US$),2014,1237.278442
Ethiopia,Current health expenditure per capita (current US$),2014,22.43831253
European Union,Current health expenditure per capita (current US$),2014,3533.737115
Fragile and conflict affected situations,Current health expenditure per capita (current US$),2014,113.7189595
Finland,Current health expenditure per capita (current US$),2014,4739.988281
Fiji,Current health expenditure per capita (current US$),2014,184.708252
France,Current health expenditure per capita (current US$),2014,4987.874023
Faroe Islands,Current health expenditure per capita (current US$),2014,NA
"Micronesia, Fed. Sts.",Current health expenditure per capita (current US$),2014,360.8811951
Gabon,Current health expenditure per capita (current US$),2014,245.485321
United Kingdom,Current health expenditure per capita (current US$),2014,4601.137207
Georgia,Current health expenditure per capita (current US$),2014,348.9715576
Ghana,Current health expenditure per capita (current US$),2014,81.51717377
Gibraltar,Current health expenditure per capita (current US$),2014,NA
Guinea,Current health expenditure per capita (current US$),2014,35.60309219
"Gambia, The",Current health expenditure per capita (current US$),2014,22.691852570000002
Guinea-Bissau,Current health expenditure per capita (current US$),2014,57.92459869
Equatorial Guinea,Current health expenditure per capita (current US$),2014,422.0434875
Greece,Current health expenditure per capita (current US$),2014,1724.528687
Grenada,Current health expenditure per capita (current US$),2014,404.8162537
Greenland,Current health expenditure per capita (current US$),2014,NA
Guatemala,Current health expenditure per capita (current US$),2014,219.1398926
Guam,Current health expenditure per capita (current US$),2014,NA
Guyana,Current health expenditure per capita (current US$),2014,207.3847351
High income,Current health expenditure per capita (current US$),2014,5102.453724
"Hong Kong SAR, China",Current health expenditure per capita (current US$),2014,NA
Honduras,Current health expenditure per capita (current US$),2014,183.2358704
Heavily indebted poor countries (HIPC),Current health expenditure per capita (current US$),2014,51.46162551
Croatia,Current health expenditure per capita (current US$),2014,909.3716431
Haiti,Current health expenditure per capita (current US$),2014,63.88166428
Hungary,Current health expenditure per capita (current US$),2014,1006.156494
IBRD only,Current health expenditure per capita (current US$),2014,313.0114369
IDA & IBRD total,Current health expenditure per capita (current US$),2014,251.7039
IDA total,Current health expenditure per capita (current US$),2014,57.28923879
IDA blend,Current health expenditure per capita (current US$),2014,75.42241606
Indonesia,Current health expenditure per capita (current US$),2014,108.837265
IDA only,Current health expenditure per capita (current US$),2014,47.70182263
Isle of Man,Current health expenditure per capita (current US$),2014,NA
India,Current health expenditure per capita (current US$),2014,57.15113831
Not classified,Current health expenditure per capita (current US$),2014,NA
Ireland,Current health expenditure per capita (current US$),2014,5392.350098
"Iran, Islamic Rep.",Current health expenditure per capita (current US$),2014,382.7059021
Iraq,Current health expenditure per capita (current US$),2014,187.4568329
Iceland,Current health expenditure per capita (current US$),2014,4476.212891
Israel,Current health expenditure per capita (current US$),2014,2788.500244
Italy,Current health expenditure per capita (current US$),2014,3190.088135
Jamaica,Current health expenditure per capita (current US$),2014,254.0866394
Jordan,Current health expenditure per capita (current US$),2014,301.5377197
Japan,Current health expenditure per capita (current US$),2014,4099.464844
Kazakhstan,Current health expenditure per capita (current US$),2014,342.9827576
Kenya,Current health expenditure per capita (current US$),2014,72.88892365
Kyrgyz Republic,Current health expenditure per capita (current US$),2014,95.1547699
Cambodia,Current health expenditure per capita (current US$),2014,73.29931641
Kiribati,Current health expenditure per capita (current US$),2014,161.3865967
St. Kitts and Nevis,Current health expenditure per capita (current US$),2014,827.3389893
"Korea, Rep.",Current health expenditure per capita (current US$),2014,1910.741455
Kuwait,Current health expenditure per capita (current US$),2014,1375.003296
Latin America & Caribbean (excluding high income),Current health expenditure per capita (current US$),2014,719.6952579
Lao PDR,Current health expenditure per capita (current US$),2014,46.37335587
Lebanon,Current health expenditure per capita (current US$),2014,676.2923584
Liberia,Current health expenditure per capita (current US$),2014,64.75006866
Libya,Current health expenditure per capita (current US$),2014,NA
St. Lucia,Current health expenditure per capita (current US$),2014,433.3608704
Latin America & Caribbean,Current health expenditure per capita (current US$),2014,739.0900679
Least developed countries: UN classification,Current health expenditure per capita (current US$),2014,45.14983242
Low income,Current health expenditure per capita (current US$),2014,43.65353512
Liechtenstein,Current health expenditure per capita (current US$),2014,NA
Sri Lanka,Current health expenditure per capita (current US$),2014,138.7720947
Lower middle income,Current health expenditure per capita (current US$),2014,78.84805336
Low & middle income,Current health expenditure per capita (current US$),2014,243.2710173
Lesotho,Current health expenditure per capita (current US$),2014,108.2992477
Late-demographic dividend,Current health expenditure per capita (current US$),2014,477.5788549
Lithuania,Current health expenditure per capita (current US$),2014,1021.232971
Luxembourg,Current health expenditure per capita (current US$),2014,6680.973633
Latvia,Current health expenditure per capita (current US$),2014,855.6263428
"Macao SAR, China",Current health expenditure per capita (current US$),2014,NA
St. Martin (French part),Current health expenditure per capita (current US$),2014,NA
Morocco,Current health expenditure per capita (current US$),2014,170.1156311
Monaco,Current health expenditure per capita (current US$),2014,3863.57251
Moldova,Current health expenditure per capita (current US$),2014,230.7698212
Madagascar,Current health expenditure per capita (current US$),2014,22.99713135
Maldives,Current health expenditure per capita (current US$),2014,716.18927
Middle East & North Africa,Current health expenditure per capita (current US$),2014,450.7939797
Mexico,Current health expenditure per capita (current US$),2014,595.8328247
Marshall Islands,Current health expenditure per capita (current US$),2014,521.8833618
Middle income,Current health expenditure per capita (current US$),2014,262.3510119
North Macedonia,Current health expenditure per capita (current US$),2014,343.9250183
Mali,Current health expenditure per capita (current US$),2014,37.90277481
Malta,Current health expenditure per capita (current US$),2014,2462.484619
Myanmar,Current health expenditure per capita (current US$),2014,52.98218536
Middle East & North Africa (excluding high income),Current health expenditure per capita (current US$),2014,249.7643299
Montenegro,Current health expenditure per capita (current US$),2014,NA
Mongolia,Current health expenditure per capita (current US$),2014,175.2084656
Northern Mariana Islands,Current health expenditure per capita (current US$),2014,NA
Mozambique,Current health expenditure per capita (current US$),2014,37.19557953
Mauritania,Current health expenditure per capita (current US$),2014,56.54767609
Mauritius,Current health expenditure per capita (current US$),2014,559.505127
Malawi,Current health expenditure per capita (current US$),2014,34.41162872
Malaysia,Current health expenditure per capita (current US$),2014,421.9693909
North America,Current health expenditure per capita (current US$),2014,8668.638397
Namibia,Current health expenditure per capita (current US$),2014,452.4641113
New Caledonia,Current health expenditure per capita (current US$),2014,NA
Niger,Current health expenditure per capita (current US$),2014,25.15015602
Nigeria,Current health expenditure per capita (current US$),2014,107.8747711
Nicaragua,Current health expenditure per capita (current US$),2014,158.2309265
Netherlands,Current health expenditure per capita (current US$),2014,5594.431152
Norway,Current health expenditure per capita (current US$),2014,9118.317383
Nepal,Current health expenditure per capita (current US$),2014,41.00934982
Nauru,Current health expenditure per capita (current US$),2014,936.8560791
New Zealand,Current health expenditure per capita (current US$),2014,4144.538574
OECD members,Current health expenditure per capita (current US$),2014,4542.286797
Oman,Current health expenditure per capita (current US$),2014,721.9329224
Other small states,Current health expenditure per capita (current US$),2014,660.9283024
Pakistan,Current health expenditure per capita (current US$),2014,36.52147675
Panama,Current health expenditure per capita (current US$),2014,883.6765747
Peru,Current health expenditure per capita (current US$),2014,326.2052917
Philippines,Current health expenditure per capita (current US$),2014,117.3399124
Palau,Current health expenditure per capita (current US$),2014,1402.135254
Papua New Guinea,Current health expenditure per capita (current US$),2014,97.89767456
Poland,Current health expenditure per capita (current US$),2014,911.2981567
Pre-demographic dividend,Current health expenditure per capita (current US$),2014,72.49196849
Puerto Rico,Current health expenditure per capita (current US$),2014,NA
"Korea, Dem. Peopleâ€™s Rep.",Current health expenditure per capita (current US$),2014,NA
Portugal,Current health expenditure per capita (current US$),2014,1986.894531
Paraguay,Current health expenditure per capita (current US$),2014,408.5275574
West Bank and Gaza,Current health expenditure per capita (current US$),2014,NA
Pacific island small states,Current health expenditure per capita (current US$),2014,197.4515781
Post-demographic dividend,Current health expenditure per capita (current US$),2014,5335.628764
French Polynesia,Current health expenditure per capita (current US$),2014,NA
Qatar,Current health expenditure per capita (current US$),2014,2104.407227
Romania,Current health expenditure per capita (current US$),2014,503.3475342
Russian Federation,Current health expenditure per capita (current US$),2014,742.2849731
Rwanda,Current health expenditure per capita (current US$),2014,48.73165131
South Asia,Current health expenditure per capita (current US$),2014,53.25018827
Saudi Arabia,Current health expenditure per capita (current US$),2014,1284.789307
Sudan,Current health expenditure per capita (current US$),2014,115.544136
Senegal,Current health expenditure per capita (current US$),2014,59.75076675
Singapore,Current health expenditure per capita (current US$),2014,2237.400879
Solomon Islands,Current health expenditure per capita (current US$),2014,119.8355179
Sierra Leone,Current health expenditure per capita (current US$),2014,139.7573395
El Salvador,Current health expenditure per capita (current US$),2014,276.2991943
San Marino,Current health expenditure per capita (current US$),2014,3873.618164
Somalia,Current health expenditure per capita (current US$),2014,NA
Serbia,Current health expenditure per capita (current US$),2014,608.8585815
Sub-Saharan Africa (excluding high income),Current health expenditure per capita (current US$),2014,91.5610989
South Sudan,Current health expenditure per capita (current US$),2014,NA
Sub-Saharan Africa,Current health expenditure per capita (current US$),2014,92.24260699
Small states,Current health expenditure per capita (current US$),2014,610.3195751
Sao Tome and Principe,Current health expenditure per capita (current US$),2014,122.8050461
Suriname,Current health expenditure per capita (current US$),2014,463.0393677
Slovak Republic,Current health expenditure per capita (current US$),2014,1287.632813
Slovenia,Current health expenditure per capita (current US$),2014,2059.640381
Sweden,Current health expenditure per capita (current US$),2014,6628.458984
Eswatini,Current health expenditure per capita (current US$),2014,247.8033752
Sint Maarten (Dutch part),Current health expenditure per capita (current US$),2014,NA
Seychelles,Current health expenditure per capita (current US$),2014,682.2625122
Syrian Arab Republic,Current health expenditure per capita (current US$),2014,NA
Turks and Caicos Islands,Current health expenditure per capita (current US$),2014,NA
Chad,Current health expenditure per capita (current US$),2014,44.02821732
East Asia & Pacific (IDA & IBRD countries),Current health expenditure per capita (current US$),2014,288.905563
Europe & Central Asia (IDA & IBRD countries),Current health expenditure per capita (current US$),2014,542.4392976
Togo,Current health expenditure per capita (current US$),2014,40.19229126
Thailand,Current health expenditure per capita (current US$),2014,219.3661652
Tajikistan,Current health expenditure per capita (current US$),2014,73.61736298
Turkmenistan,Current health expenditure per capita (current US$),2014,437.7528076
Latin America & the Caribbean (IDA & IBRD countries),Current health expenditure per capita (current US$),2014,736.0912057
Timor-Leste,Current health expenditure per capita (current US$),2014,78.84967804
Middle East & North Africa (IDA & IBRD countries),Current health expenditure per capita (current US$),2014,249.7643299
Tonga,Current health expenditure per capita (current US$),2014,215.9649658
South Asia (IDA & IBRD),Current health expenditure per capita (current US$),2014,53.25018827
Sub-Saharan Africa (IDA & IBRD countries),Current health expenditure per capita (current US$),2014,92.24260699
Trinidad and Tobago,Current health expenditure per capita (current US$),2014,1060.558472
Tunisia,Current health expenditure per capita (current US$),2014,290.9744873
Turkey,Current health expenditure per capita (current US$),2014,527.2006836
Tuvalu,Current health expenditure per capita (current US$),2014,571.2965088
Tanzania,Current health expenditure per capita (current US$),2014,38.40435791
Uganda,Current health expenditure per capita (current US$),2014,50.29095459
Ukraine,Current health expenditure per capita (current US$),2014,197.3648224
Upper middle income,Current health expenditure per capita (current US$),2014,443.5275475
Uruguay,Current health expenditure per capita (current US$),2014,1467.951172
United States,Current health expenditure per capita (current US$),2014,9067.999023
Uzbekistan,Current health expenditure per capita (current US$),2014,117.3688278
St. Vincent and the Grenadines,Current health expenditure per capita (current US$),2014,293.0374756
"Venezuela, RB",Current health expenditure per capita (current US$),2014,682.6900024
British Virgin Islands,Current health expenditure per capita (current US$),2014,NA
Virgin Islands (U.S.),Current health expenditure per capita (current US$),2014,NA
Vietnam,Current health expenditure per capita (current US$),2014,116.360199
Vanuatu,Current health expenditure per capita (current US$),2014,108.8041687
World,Current health expenditure per capita (current US$),2014,1039.40797
Samoa,Current health expenditure per capita (current US$),2014,259.1813965
Kosovo,Current health expenditure per capita (current US$),2014,NA
"Yemen, Rep.",Current health expenditure per capita (current US$),2014,79.74615479
South Africa,Current health expenditure per capita (current US$),2014,509.8332214
Zambia,Current health expenditure per capita (current US$),2014,66.55566406
Zimbabwe,Current health expenditure per capita (current US$),2014,99.55377197
Aruba,Current health expenditure per capita (current US$),2015,NA
Afghanistan,Current health expenditure per capita (current US$),2015,60.08881378
Angola,Current health expenditure per capita (current US$),2015,108.6806717
Albania,Current health expenditure per capita (current US$),2015,NA
Andorra,Current health expenditure per capita (current US$),2015,3695.067871
Arab World,Current health expenditure per capita (current US$),2015,351.14725
United Arab Emirates,Current health expenditure per capita (current US$),2015,1401.974487
Argentina,Current health expenditure per capita (current US$),2015,1305.39502
Armenia,Current health expenditure per capita (current US$),2015,366.0492249
American Samoa,Current health expenditure per capita (current US$),2015,NA
Antigua and Barbuda,Current health expenditure per capita (current US$),2015,639.5827026
Australia,Current health expenditure per capita (current US$),2015,4887.800781
Austria,Current health expenditure per capita (current US$),2015,4610.966797
Azerbaijan,Current health expenditure per capita (current US$),2015,370.5245361
Burundi,Current health expenditure per capita (current US$),2015,19.38197899
Belgium,Current health expenditure per capita (current US$),2015,4171.053223
Benin,Current health expenditure per capita (current US$),2015,31.29438972
Burkina Faso,Current health expenditure per capita (current US$),2015,33.51475906
Bangladesh,Current health expenditure per capita (current US$),2015,31.84148788
Bulgaria,Current health expenditure per capita (current US$),2015,572.0448608
Bahrain,Current health expenditure per capita (current US$),2015,1128.755859
"Bahamas, The",Current health expenditure per capita (current US$),2015,1741.918701
Bosnia and Herzegovina,Current health expenditure per capita (current US$),2015,428.151886
Belarus,Current health expenditure per capita (current US$),2015,360.9803772
Belize,Current health expenditure per capita (current US$),2015,289.5839844
Bermuda,Current health expenditure per capita (current US$),2015,NA
Bolivia,Current health expenditure per capita (current US$),2015,201.5648804
Brazil,Current health expenditure per capita (current US$),2015,776.152832
Barbados,Current health expenditure per capita (current US$),2015,1158.383789
Brunei Darussalam,Current health expenditure per capita (current US$),2015,739.2253418
Bhutan,Current health expenditure per capita (current US$),2015,91.11316681
Botswana,Current health expenditure per capita (current US$),2015,373.7851563
Central African Republic,Current health expenditure per capita (current US$),2015,21.97935295
Canada,Current health expenditure per capita (current US$),2015,4539.139648
Central Europe and the Baltics,Current health expenditure per capita (current US$),2015,815.5149089
Switzerland,Current health expenditure per capita (current US$),2015,9807.798828
Channel Islands,Current health expenditure per capita (current US$),2015,NA
Chile,Current health expenditure per capita (current US$),2015,1140.134766
China,Current health expenditure per capita (current US$),2015,392.8460388
Cote d'Ivoire,Current health expenditure per capita (current US$),2015,63.39889526
Cameroon,Current health expenditure per capita (current US$),2015,63.62799072
"Congo, Dem. Rep.",Current health expenditure per capita (current US$),2015,19.88494873
"Congo, Rep.",Current health expenditure per capita (current US$),2015,58.44861984
Colombia,Current health expenditure per capita (current US$),2015,444.0635681
Comoros,Current health expenditure per capita (current US$),2015,58.17833328
Cabo Verde,Current health expenditure per capita (current US$),2015,144.3828888
Costa Rica,Current health expenditure per capita (current US$),2015,891.2605591
Caribbean small states,Current health expenditure per capita (current US$),2015,575.9815567
Cuba,Current health expenditure per capita (current US$),2015,974.9695435
Curacao,Current health expenditure per capita (current US$),2015,NA
Cayman Islands,Current health expenditure per capita (current US$),2015,NA
Cyprus,Current health expenditure per capita (current US$),2015,1582.108887
Czech Republic,Current health expenditure per capita (current US$),2015,1284.046753
Germany,Current health expenditure per capita (current US$),2015,4617.490723
Djibouti,Current health expenditure per capita (current US$),2015,81.72909546
Dominica,Current health expenditure per capita (current US$),2015,395.8644104
Denmark,Current health expenditure per capita (current US$),2015,5469.333984
Dominican Republic,Current health expenditure per capita (current US$),2015,391.002655
Algeria,Current health expenditure per capita (current US$),2015,290.5036011
East Asia & Pacific (excluding high income),Current health expenditure per capita (current US$),2015,308.2139015
Early-demographic dividend,Current health expenditure per capita (current US$),2015,167.4184748
East Asia & Pacific,Current health expenditure per capita (current US$),2015,601.8621393
Europe & Central Asia (excluding high income),Current health expenditure per capita (current US$),2015,381.0342329
Europe & Central Asia,Current health expenditure per capita (current US$),2015,2105.062342
Ecuador,Current health expenditure per capita (current US$),2015,528.201416
"Egypt, Arab Rep.",Current health expenditure per capita (current US$),2015,180.8200989
Euro area,Current health expenditure per capita (current US$),2015,3522.567853
Eritrea,Current health expenditure per capita (current US$),2015,26.25107193
Spain,Current health expenditure per capita (current US$),2015,2351.530029
Estonia,Current health expenditure per capita (current US$),2015,1112.465942
Ethiopia,Current health expenditure per capita (current US$),2015,24.91566086
European Union,Current health expenditure per capita (current US$),2015,3038.895187
Fragile and conflict affected situations,Current health expenditure per capita (current US$),2015,104.3521795
Finland,Current health expenditure per capita (current US$),2015,4121.901855
Fiji,Current health expenditure per capita (current US$),2015,174.4962616
France,Current health expenditure per capita (current US$),2015,4204.090332
Faroe Islands,Current health expenditure per capita (current US$),2015,NA
"Micronesia, Fed. Sts.",Current health expenditure per capita (current US$),2015,377.9867859
Gabon,Current health expenditure per capita (current US$),2015,197.9447174
United Kingdom,Current health expenditure per capita (current US$),2015,4326.25
Georgia,Current health expenditure per capita (current US$),2015,280.9128723
Ghana,Current health expenditure per capita (current US$),2015,82.4074173
Gibraltar,Current health expenditure per capita (current US$),2015,NA
Guinea,Current health expenditure per capita (current US$),2015,42.25040436
"Gambia, The",Current health expenditure per capita (current US$),2015,21.85383415
Guinea-Bissau,Current health expenditure per capita (current US$),2015,50.8429985
Equatorial Guinea,Current health expenditure per capita (current US$),2015,326.9108887
Greece,Current health expenditure per capita (current US$),2015,1464.725586
Grenada,Current health expenditure per capita (current US$),2015,440.2941589
Greenland,Current health expenditure per capita (current US$),2015,NA
Guatemala,Current health expenditure per capita (current US$),2015,233.8632813
Guam,Current health expenditure per capita (current US$),2015,NA
Guyana,Current health expenditure per capita (current US$),2015,187.964325
High income,Current health expenditure per capita (current US$),2015,4943.32535
"Hong Kong SAR, China",Current health expenditure per capita (current US$),2015,NA
Honduras,Current health expenditure per capita (current US$),2015,180.6053925
Heavily indebted poor countries (HIPC),Current health expenditure per capita (current US$),2015,51.1057156
Croatia,Current health expenditure per capita (current US$),2015,795.520813
Haiti,Current health expenditure per capita (current US$),2015,67.30422211
Hungary,Current health expenditure per capita (current US$),2015,870.5192261
IBRD only,Current health expenditure per capita (current US$),2015,296.9721222
IDA & IBRD total,Current health expenditure per capita (current US$),2015,238.7011935
IDA total,Current health expenditure per capita (current US$),2015,56.41323809
IDA blend,Current health expenditure per capita (current US$),2015,71.6884052
Indonesia,Current health expenditure per capita (current US$),2015,100.4307022
IDA only,Current health expenditure per capita (current US$),2015,48.33701453
Isle of Man,Current health expenditure per capita (current US$),2015,NA
India,Current health expenditure per capita (current US$),2015,58.9663353
Not classified,Current health expenditure per capita (current US$),2015,NA
Ireland,Current health expenditure per capita (current US$),2015,4565.128906
"Iran, Islamic Rep.",Current health expenditure per capita (current US$),2015,375.1260071
Iraq,Current health expenditure per capita (current US$),2015,154.4774933
Iceland,Current health expenditure per capita (current US$),2015,4281.575684
Israel,Current health expenditure per capita (current US$),2015,2640.311279
Italy,Current health expenditure per capita (current US$),2015,2708.835449
Jamaica,Current health expenditure per capita (current US$),2015,279.3474426
Jordan,Current health expenditure per capita (current US$),2015,314.3234558
Japan,Current health expenditure per capita (current US$),2015,3733.67334
Kazakhstan,Current health expenditure per capita (current US$),2015,316.4008484
Kenya,Current health expenditure per capita (current US$),2015,70.72566986
Kyrgyz Republic,Current health expenditure per capita (current US$),2015,81.3999176
Cambodia,Current health expenditure per capita (current US$),2015,72.051651
Kiribati,Current health expenditure per capita (current US$),2015,121.7256546
St. Kitts and Nevis,Current health expenditure per capita (current US$),2015,848.9301147
"Korea, Rep.",Current health expenditure per capita (current US$),2015,1925.468506
Kuwait,Current health expenditure per capita (current US$),2015,1168.828491
Latin America & Caribbean (excluding high income),Current health expenditure per capita (current US$),2015,628.3180236
Lao PDR,Current health expenditure per capita (current US$),2015,52.98524857
Lebanon,Current health expenditure per capita (current US$),2015,655.8455811
Liberia,Current health expenditure per capita (current US$),2015,72.33189392
Libya,Current health expenditure per capita (current US$),2015,NA
St. Lucia,Current health expenditure per capita (current US$),2015,444.9616089
Latin America & Caribbean,Current health expenditure per capita (current US$),2015,651.3848136
Least developed countries: UN classification,Current health expenditure per capita (current US$),2015,45.69761365
Low income,Current health expenditure per capita (current US$),2015,44.70123862
Liechtenstein,Current health expenditure per capita (current US$),2015,NA
Sri Lanka,Current health expenditure per capita (current US$),2015,151.3675842
Lower middle income,Current health expenditure per capita (current US$),2015,77.8473446
Low & middle income,Current health expenditure per capita (current US$),2015,231.4021235
Lesotho,Current health expenditure per capita (current US$),2015,98.12259674
Late-demographic dividend,Current health expenditure per capita (current US$),2015,448.4074259
Lithuania,Current health expenditure per capita (current US$),2015,920.1997681
Luxembourg,Current health expenditure per capita (current US$),2015,5567.418457
Latvia,Current health expenditure per capita (current US$),2015,775.552002
"Macao SAR, China",Current health expenditure per capita (current US$),2015,NA
St. Martin (French part),Current health expenditure per capita (current US$),2015,NA
Morocco,Current health expenditure per capita (current US$),2015,147.4444275
Monaco,Current health expenditure per capita (current US$),2015,3314.173584
Moldova,Current health expenditure per capita (current US$),2015,186.4364319
Madagascar,Current health expenditure per capita (current US$),2015,22.90582275
Maldives,Current health expenditure per capita (current US$),2015,853.5374756
Middle East & North Africa,Current health expenditure per capita (current US$),2015,428.8316582
Mexico,Current health expenditure per capita (current US$),2015,539.0283203
Marshall Islands,Current health expenditure per capita (current US$),2015,600.805481
Middle income,Current health expenditure per capita (current US$),2015,249.5568058
North Macedonia,Current health expenditure per capita (current US$),2015,306.9180603
Mali,Current health expenditure per capita (current US$),2015,30.83253479
Malta,Current health expenditure per capita (current US$),2015,2249.858643
Myanmar,Current health expenditure per capita (current US$),2015,62.02728271
Middle East & North Africa (excluding high income),Current health expenditure per capita (current US$),2015,240.0508035
Montenegro,Current health expenditure per capita (current US$),2015,NA
Mongolia,Current health expenditure per capita (current US$),2015,167.2857361
Northern Mariana Islands,Current health expenditure per capita (current US$),2015,NA
Mozambique,Current health expenditure per capita (current US$),2015,27.83434296
Mauritania,Current health expenditure per capita (current US$),2015,54.65176392
Mauritius,Current health expenditure per capita (current US$),2015,529.161377
Malawi,Current health expenditure per capita (current US$),2015,34.00190353
Malaysia,Current health expenditure per capita (current US$),2015,376.057373
